sms_text,category,amount
Paytm Payments Bank UPI ID: user@paytm paid INR 68.45 for Rapido on 23-12-2023. Ref: PTM6845RP.,Travel,68.45
"Your HDFC Bank account XXXX1010 debited INR 1,800 for IRCTC tickets on 25-12-2023. Ref: HDFC1800IR.",Travel,1800.0
SBI UPI transaction of INR 340 for Uber ride on 27-12-2023. Ref: SBI340UB.,Travel,340.0
"ICICI Bank account XXXX1112 spent INR 1,250 for Petrol at Shell on 29-12-2023. Ref: ICICISHELL1250.",Travel,1250.0
Your Axis Bank account XXXX1213 debited INR 95.30 for Rapido bike on 31-12-2023. Ref: AXIS9530RP.,Travel,95.3
"Paytm Payments Bank UPI ID: user@paytm paid INR 2,100 for Uber ride on 02-01-2024. Ref: PTM2100UB.",Travel,2100.0
"Your HDFC Bank account XXXX1314 spent INR 1,450 for IRCTC train on 04-01-2024. Ref: HDFC1450IR.",Travel,1450.0
SBI UPI transaction of INR 78.90 for Petrol at Indian Oil on 06-01-2024. Ref: SBI7890IO.,Travel,78.9
"ICICI Bank account XXXX1415 debited INR 1,200 for Rapido ride on 08-01-2024. Ref: ICICI1200RP.",Travel,1200.0
"Your Axis Bank account XXXX1516 spent INR 2,350 for Uber ride on 10-01-2024. Ref: AXIS2350UB.",Travel,2350.0
Paytm Payments Bank UPI ID: user@paytm paid INR 640 for Petrol at Hindustan Petroleum on 12-01-2024. Ref: PTM640HP.,Travel,640.0
Your HDFC Bank account XXXX1617 debited INR 89.99 for Medical consultation at Apollo Hospital on 14-01-2024. Ref: HDFC8999AP.,Medical,89.99
"SBI UPI transaction of INR 1,250 paid to Pharmacy ABC for medicines on 16-01-2024. Ref: SBI1250PH.",Medical,1250.0
"ICICI Bank account XXXX1718 spent INR 3,200 for MRI scan at Fortis on 18-01-2024. Ref: ICICIFORT200.",Medical,3200.0
Your Axis Bank account XXXX1819 debited INR 560 for Lab tests at SRL Diagnostics on 20-01-2024. Ref: AXIS560SRL.,Medical,560.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 2,100 for surgery at Max Hospital on 22-01-2024. Ref: PTM2100MAX.",Medical,2100.0
Your HDFC Bank account XXXX1920 spent INR 750 for Dental treatment at Clove Dental on 24-01-2024. Ref: HDFC750CD.,Medical,750.0
"SBI UPI transaction of INR 1,950 for Hospital admission at AIIMS on 26-01-2024. Ref: SBI1950AI.",Medical,1950.0
ICICI Bank account XXXX2021 debited INR 340 for Medicine purchase at MedPlus on 28-01-2024. Ref: ICICIMED340.,Medical,340.0
"Your Axis Bank account XXXX2122 spent INR 1,800 for Physiotherapy at HealthFirst on 30-01-2024. Ref: AXIS1800HF.",Medical,1800.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 2,450 for Cardiac checkup at Care Hospital on 01-02-2024. Ref: PTM2450CH.",Medical,2450.0
"Your HDFC Bank account XXXX2223 debited INR 1,100 for Medicine at Apollo Pharmacy on 03-02-2024. Ref: HDFC1100AP.",Medical,1100.0
"SBI UPI transaction of INR 2,300 for Surgery at Medanta on 05-02-2024. Ref: SBI2300MD.",Medical,2300.0
ICICI Bank account XXXX2324 spent INR 680 for Lab tests at Thyrocare on 07-02-2024. Ref: ICICITHY680.,Medical,680.0
"Your Axis Bank account XXXX2425 debited INR 1,500 for Hospital bill at Fortis on 09-02-2024. Ref: AXIS1500FT.",Medical,1500.0
Paytm Payments Bank UPI ID: user@paytm paid INR 950 for Medicine at 1mg on 11-02-2024. Ref: PTM9501MG.,Medical,950.0
"Your HDFC Bank account XXXX2526 spent INR 2,050 for Orthopedic surgery at Apollo on 13-02-2024. Ref: HDFC2050AP.",Medical,2050.0
SBI UPI transaction of INR 480 for Dental checkup at Dentsply on 15-02-2024. Ref: SBI480DN.,Medical,480.0
"ICICI Bank account XXXX2627 debited INR 1,750 for Hospital services at Max on 17-02-2024. Ref: ICICIMAX1750.",Medical,1750.0
"Your Axis Bank account XXXX2728 spent INR 1,200 for Medicine at MedPlus on 19-02-2024. Ref: AXIS1200MP.",Medical,1200.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 3,000 for Cardiology treatment at Fortis on 21-02-2024. Ref: PTM3000FT.",Medical,3000.0
Your HDFC Bank account XXXX2829 debited INR 650 for Pharmacy purchase at Wellness Pharmacy on 23-02-2024. Ref: HDFC650WP.,Medical,650.0
"SBI UPI transaction of INR 1,400 for Hospital bill at AIIMS on 25-02-2024. Ref: SBI1400AI.",Medical,1400.0
"ICICI Bank account XXXX2930 spent INR 2,200 for Surgery at Medanta on 27-02-2024. Ref: ICICIMED2200.",Medical,2200.0
Your Axis Bank account XXXX3031 debited INR 780 for Lab tests at Dr. Lal PathLabs on 01-03-2024. Ref: AXIS780DL.,Medical,780.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,350 for Medicine at 1mg on 03-03-2024. Ref: PTM1350MG.",Medical,1350.0
"Your HDFC Bank account XXXX3132 spent INR 1,050 for Electricity Bill (Bill No. 123456) on 05-03-2024. Ref: HDFC1050EB.",Bills,1050.0
SBI UPI transaction of INR 750 paid for Water Bill (Account 987654) on 07-03-2024. Ref: SBI0750WB.,Bills,750.0
"ICICI Bank account XXXX3233 debited INR 1,200 for Mobile Recharge (Airtel) on 09-03-2024. Ref: ICICIMR1200.",Bills,1200.0
"Your Axis Bank account XXXX3334 spent INR 2,350 for DTH Bill (Dish TV) on 11-03-2024. Ref: AXIS2350DT.",Bills,2350.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,500 for Gas Cylinder (Indane) on 13-03-2024. Ref: PTM1500GC.",Bills,1500.0
Your HDFC Bank account XXXX3435 debited INR 950 for Electricity Bill (Bill No. 654321) on 15-03-2024. Ref: HDFC0950EB.,Bills,950.0
"SBI UPI transaction of INR 1,100 for Water Bill (Account 112233) on 17-03-2024. Ref: SBI1100WB.",Bills,1100.0
ICICI Bank account XXXX3536 spent INR 680 for Mobile Recharge (Jio) on 19-03-2024. Ref: ICICIMR680.,Bills,680.0
"Your Axis Bank account XXXX3637 debited INR 2,200 for DTH Bill (Tata Sky) on 21-03-2024. Ref: AXIS2200TS.",Bills,2200.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,250 for Gas Cylinder (HP) on 23-03-2024. Ref: PTM1250GC.",Bills,1250.0
"Your HDFC Bank account XXXX3738 spent INR 1,300 for Electricity Bill (Bill No. 777888) on 25-03-2024. Ref: HDFC1300EB.",Bills,1300.0
SBI UPI transaction of INR 820 for Water Bill (Account 445566) on 27-03-2024. Ref: SBI0820WB.,Bills,820.0
"ICICI Bank account XXXX3839 debited INR 1,450 for Mobile Recharge (Vi) on 29-03-2024. Ref: ICICIMR1450.",Bills,1450.0
"Your Axis Bank account XXXX3940 spent INR 2,500 for DTH Bill (Airtel Digital) on 31-03-2024. Ref: AXIS2500AD.",Bills,2500.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,800 for Gas Cylinder (Bharat) on 02-04-2024. Ref: PTM1800GC.",Bills,1800.0
"Your HDFC Bank account XXXX4041 debited INR 1,050 for Netflix Subscription on 04-04-2024. Ref: HDFC1050NF.",Others,1050.0
SBI UPI transaction of INR 399 paid for Amazon Prime membership on 06-04-2024. Ref: SBI0399AP.,Others,399.0
"ICICI Bank account XXXX4142 spent INR 2,200 for Gym membership (FitClub) on 08-04-2024. Ref: ICICIGYM2200.",Others,2200.0
Your Axis Bank account XXXX4243 debited INR 750 for Charity donation to Red Cross on 10-04-2024. Ref: AXIS0750RC.,Others,750.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,500 for Spotify Premium on 12-04-2024. Ref: PTM1500SP.",Others,1500.0
"Your HDFC Bank account XXXX4344 spent INR 1,250 for Book purchase (Amazon) on 14-04-2024. Ref: HDFC1250BK.",Others,1250.0
SBI UPI transaction of INR 680 for Online Course (Udemy) on 16-04-2024. Ref: SBI0680UC.,Others,680.0
"ICICI Bank account XXXX4445 debited INR 2,350 for Movie tickets (PVR) on 18-04-2024. Ref: ICICIPVR2350.",Others,2350.0
"Your Axis Bank account XXXX4546 spent INR 1,100 for Event ticket (Concert) on 20-04-2024. Ref: AXIS1100EV.",Others,1100.0
Paytm Payments Bank UPI ID: user@paytm paid INR 950 for Online gaming credits on 22-04-2024. Ref: PTM0950OG.,Others,950.0
"Your HDFC Bank account XXXX4647 debited INR 1,800 for Donation to NGO (HelpAid) on 24-04-2024. Ref: HDFC1800HA.",Others,1800.0
SBI UPI transaction of INR 420 for Magazine subscription (Times) on 26-04-2024. Ref: SBI0420MG.,Others,420.0
"ICICI Bank account XXXX4748 spent INR 1,600 for Language learning app (Duolingo) on 28-04-2024. Ref: ICICIDUO1600.",Others,1600.0
"Your Axis Bank account XXXX4849 debited INR 2,000 for Car wash service (QuickClean) on 30-04-2024. Ref: AXIS2000CW.",Others,2000.0
Paytm Payments Bank UPI ID: user@paytm paid INR 750 for Pet supplies (PetShop) on 02-05-2024. Ref: PTM0750PS.,Others,750.0
"Your HDFC Bank account XXXX4950 spent INR 1,350 for Online tutoring (Chegg) on 04-05-2024. Ref: HDFC1350CT.",Others,1350.0
"SBI UPI transaction of INR 1,200 for Yoga class subscription on 06-05-2024. Ref: SBI1200YC.",Others,1200.0
"ICICI Bank account XXXX5051 debited INR 2,500 for Home cleaning service (UrbanClap) on 08-05-2024. Ref: ICICIHCL2500.",Others,2500.0
"Your Axis Bank account XXXX5152 spent INR 1,050 for Parking fee (ABC Parking) on 10-05-2024. Ref: AXIS1050PK.",Others,1050.0
Paytm Payments Bank UPI ID: user@paytm paid INR 680 for Digital newspaper (The Hindu) on 12-05-2024. Ref: PTM0680DN.,Others,680.0
"Your HDFC Bank account XXXX5253 debited INR 1,800 for Online movie rental (Google Play) on 14-05-2024. Ref: HDFC1800OM.",Others,1800.0
SBI UPI transaction of INR 950 for Cloud storage subscription (Google One) on 16-05-2024. Ref: SBI0950GO.,Others,950.0
"ICICI Bank account XXXX5354 spent INR 1,250 for VPN service (ExpressVPN) on 18-05-2024. Ref: ICICIVPN1250.",Others,1250.0
"Your Axis Bank account XXXX5455 debited INR 2,200 for Online education platform (Coursera) on 20-05-2024. Ref: AXIS2200CR.",Others,2200.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,500 for Music streaming (Apple Music) on 22-05-2024. Ref: PTM1500AM.",Others,1500.0
"Your HDFC Bank account XXXX5556 spent INR 1,050 for Charity donation (Goonj) on 24-05-2024. Ref: HDFC1050GJ.",Others,1050.0
SBI UPI transaction of INR 780 for Online gaming subscription (Xbox Live) on 26-05-2024. Ref: SBI0780XL.,Others,780.0
"ICICI Bank account XXXX5657 debited INR 1,300 for Language app (Rosetta Stone) on 28-05-2024. Ref: ICICIRST1300.",Others,1300.0
"Your Axis Bank account XXXX5758 spent INR 2,350 for Home appliance warranty (Reliance) on 30-05-2024. Ref: AXIS2350HA.",Others,2350.0
Paytm Payments Bank UPI ID: user@paytm paid INR 950 for Online fitness class (FitOn) on 01-06-2024. Ref: PTM0950FO.,Others,950.0
"Your HDFC Bank account XXXX5859 debited INR 1,200 for Magazine subscription (National Geographic) on 03-06-2024. Ref: HDFC1200NG.",Others,1200.0
"SBI UPI transaction of INR 1,450 for Online art class (Skillshare) on 05-06-2024. Ref: SBI1450SC.",Others,1450.0
"ICICI Bank account XXXX5950 spent INR 2,000 for Car rental (Zoomcar) on 07-06-2024. Ref: ICICIZC2000.",Others,2000.0
Your Axis Bank account XXXX6051 debited INR 850 for Pet grooming (PetSalon) on 09-06-2024. Ref: AXIS0850PG.,Others,850.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,300 for Online cooking class (MasterClass) on 11-06-2024. Ref: PTM1300MC.",Others,1300.0
"Your HDFC Bank account XXXX6152 spent INR 1,750 for Charity donation (Akshaya Patra) on 13-06-2024. Ref: HDFC1750AP.",Others,1750.0
"SBI UPI transaction of INR 1,080 for Online language tutoring (iTalki) on 15-06-2024. Ref: SBI1080IT.",Others,1080.0
"ICICI Bank account XXXX6253 debited INR 2,200 for Home cleaning service (Housejoy) on 17-06-2024. Ref: ICICIHJ2200.",Others,2200.0
"Your Axis Bank account XXXX6354 spent INR 1,050 for Digital art subscription (Procreate) on 19-06-2024. Ref: AXIS1050DA.",Others,1050.0
Paytm Payments Bank UPI ID: user@paytm paid INR 780 for Online meditation app (Calm) on 21-06-2024. Ref: PTM0780CM.,Others,780.0
"Your HDFC Bank account XXXX6455 debited INR 1,500 for Online course (edX) on 23-06-2024. Ref: HDFC1500ED.",Others,1500.0
SBI UPI transaction of INR 950 for Online gaming credits (Steam) on 25-06-2024. Ref: SBI0950ST.,Others,950.0
"ICICI Bank account XXXX6556 spent INR 2,350 for Digital newspaper (The Economist) on 27-06-2024. Ref: ICICIECO2350.",Others,2350.0
"Your Axis Bank account XXXX6657 debited INR 1,200 for Cloud storage (Dropbox) on 29-06-2024. Ref: AXIS1200DS.",Others,1200.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,050 for Online yoga class (Yoga International) on 01-07-2024. Ref: PTM1050YI.",Others,1050.0
"Your HDFC Bank account XXXX6758 spent INR 1,300 for Charity donation (Smile Foundation) on 03-07-2024. Ref: HDFC1300SF.",Others,1300.0
SBI UPI transaction of INR 680 for Digital magazine (Flipboard) on 05-07-2024. Ref: SBI0680FM.,Others,680.0
"ICICI Bank account XXXX6859 debited INR 1,750 for Online tutoring (Tutor.com) on 07-07-2024. Ref: ICICITUT1750.",Others,1750.0
"Your Axis Bank account XXXX6960 spent INR 2,000 for Home security service (ADT) on 09-07-2024. Ref: AXIS2000AD.",Others,2000.0
Paytm Payments Bank UPI ID: user@paytm paid INR 950 for Online streaming (Hulu) on 11-07-2024. Ref: PTM0950HU.,Others,950.0
"Your HDFC Bank account XXXX7061 debited INR 1,450 for Online language app (Babbel) on 13-07-2024. Ref: HDFC1450BB.",Others,1450.0
"SBI UPI transaction of INR 1,200 for Digital art tools (Adobe Creative Cloud) on 15-07-2024. Ref: SBI1200AD.",Others,1200.0
"ICICI Bank account XXXX7162 spent INR 2,350 for Online fitness subscription (Peloton) on 17-07-2024. Ref: ICICIPLT2350.",Others,2350.0
"Your Axis Bank account XXXX7263 debited INR 1,080 for Online music lessons (Yousician) on 19-07-2024. Ref: AXIS1080YL.",Others,1080.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,300 for Online cooking classes (Udemy) on 21-07-2024. Ref: PTM1300UC.",Others,1300.0
"Your HDFC Bank account XXXX7364 spent INR 1,750 for Charity donation (CRY) on 23-07-2024. Ref: HDFC1750CRY.",Others,1750.0
SBI UPI transaction of INR 950 for Online subscription (The Guardian) on 25-07-2024. Ref: SBI0950TG.,Others,950.0
"ICICI Bank account XXXX7465 debited INR 2,500 for Home repair service (HomeServe) on 27-07-2024. Ref: ICICIHRS2500.",Others,2500.0
"Your Axis Bank account XXXX7566 spent INR 1,200 for Online photography course (Skillshare) on 29-07-2024. Ref: AXIS1200PH.",Others,1200.0
Paytm Payments Bank UPI ID: user@paytm paid INR 850 for Digital newspaper (The Hindu) on 31-07-2024. Ref: PTM0850TH.,Others,850.0
"Your HDFC Bank account XXXX7667 debited INR 1,300 for Online meditation app (Headspace) on 02-08-2024. Ref: HDFC1300HS.",Others,1300.0
"SBI UPI transaction of INR 1,050 for Online language tutoring (Preply) on 04-08-2024. Ref: SBI1050PR.",Others,1050.0
"ICICI Bank account XXXX7768 spent INR 2,200 for Home cleaning (Maid Service) on 06-08-2024. Ref: ICICIMSD2200.",Others,2200.0
Your Axis Bank account XXXX7869 debited INR 950 for Online gaming subscription (PlayStation Plus) on 08-08-2024. Ref: AXIS0950PP.,Others,950.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,500 for Online fitness (Fitbit Premium) on 10-08-2024. Ref: PTM1500FP.",Others,1500.0
"Your HDFC Bank account XXXX7960 spent INR 1,080 for Charity donation (UNICEF) on 12-08-2024. Ref: HDFC1080UN.",Others,1080.0
"SBI UPI transaction of INR 1,250 for Digital magazine (Wired) on 14-08-2024. Ref: SBI1250WD.",Others,1250.0
"ICICI Bank account XXXX8061 debited INR 2,350 for Online music lessons (MasterClass) on 16-08-2024. Ref: ICICIMC2350.",Others,2350.0
"Your Axis Bank account XXXX8162 spent INR 1,200 for Cloud storage (OneDrive) on 18-08-2024. Ref: AXIS1200OD.",Others,1200.0
Paytm Payments Bank UPI ID: user@paytm paid INR 780 for Online art subscription (Procreate) on 20-08-2024. Ref: PTM0780PA.,Others,780.0
"Your HDFC Bank account XXXX8263 debited INR 1,450 for Online language app (Memrise) on 22-08-2024. Ref: HDFC1450MR.",Others,1450.0
SBI UPI transaction of INR 950 for Online cooking class (Coursera) on 24-08-2024. Ref: SBI0950CC.,Others,950.0
"ICICI Bank account XXXX8364 spent INR 2,000 for Home security (Ring) on 26-08-2024. Ref: ICICIRNG2000.",Others,2000.0
"Your Axis Bank account XXXX8465 debited INR 1,300 for Digital newspaper (The Times) on 28-08-2024. Ref: AXIS1300TT.",Others,1300.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,050 for Online yoga (Yoga International) on 30-08-2024. Ref: PTM1050YI.",Others,1050.0
"Your HDFC Bank account XXXX8566 spent INR 1,200 for Charity donation (GiveIndia) on 01-09-2024. Ref: HDFC1200GI.",Others,1200.0
SBI UPI transaction of INR 680 for Online subscription (BBC) on 03-09-2024. Ref: SBI0680BBC.,Others,680.0
"ICICI Bank account XXXX8667 debited INR 1,750 for Online tutoring (Chegg) on 05-09-2024. Ref: ICICICHE1750.",Others,1750.0
"Your Axis Bank account XXXX8768 spent INR 2,350 for Home repair (Handyman) on 07-09-2024. Ref: AXIS2350HR.",Others,2350.0
Paytm Payments Bank UPI ID: user@paytm paid INR 950 for Digital magazine (National Geographic) on 09-09-2024. Ref: PTM0950NG.,Others,950.0
"Your HDFC Bank account XXXX8869 debited INR 1,300 for Online fitness (FitOn) on 11-09-2024. Ref: HDFC1300FO.",Others,1300.0
"SBI UPI transaction of INR 1,050 for Online cooking class (Udemy) on 13-09-2024. Ref: SBI1050UC.",Others,1050.0
"ICICI Bank account XXXX8960 spent INR 2,200 for Cloud storage (Google Drive) on 15-09-2024. Ref: ICICIGD2200.",Others,2200.0
Your Axis Bank account XXXX9061 debited INR 950 for Online gaming (Xbox Live) on 17-09-2024. Ref: AXIS0950XL.,Others,950.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,500 for Digital newspaper (The Guardian) on 19-09-2024. Ref: PTM1500TG.",Others,1500.0
"Your HDFC Bank account XXXX9162 spent INR 1,080 for Charity donation (Save the Children) on 21-09-2024. Ref: HDFC1080SC.",Others,1080.0
"SBI UPI transaction of INR 1,250 for Online language app (Rosetta Stone) on 23-09-2024. Ref: SBI1250RS.",Others,1250.0
"ICICI Bank account XXXX9263 debited INR 2,350 for Online fitness (Peloton) on 25-09-2024. Ref: ICICIPLT2350.",Others,2350.0
"Your Axis Bank account XXXX9364 spent INR 1,200 for Digital art subscription (Adobe) on 27-09-2024. Ref: AXIS1200AD.",Others,1200.0
Paytm Payments Bank UPI ID: user@paytm paid INR 780 for Online meditation (Calm) on 29-09-2024. Ref: PTM0780CM.,Others,780.0
"Your HDFC Bank account XXXX9465 debited INR 1,450 for Online music lessons (Yousician) on 01-10-2024. Ref: HDFC1450YL.",Others,1450.0
SBI UPI transaction of INR 950 for Digital magazine (Wired) on 03-10-2024. Ref: SBI0950WD.,Others,950.0
"ICICI Bank account XXXX9566 spent INR 2,000 for Home cleaning (UrbanClap) on 05-10-2024. Ref: ICICIUCL2000.",Others,2000.0
"Your Axis Bank account XXXX9667 debited INR 1,300 for Online cooking class (MasterClass) on 07-10-2024. Ref: AXIS1300MC.",Others,1300.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,050 for Online yoga (FitOn) on 09-10-2024. Ref: PTM1050FO.",Others,1050.0
"Your HDFC Bank account XXXX9768 spent INR 1,200 for Charity donation (Akshaya Patra) on 11-10-2024. Ref: HDFC1200AP.",Others,1200.0
SBI UPI transaction of INR 680 for Digital newspaper (The Times) on 13-10-2024. Ref: SBI0680TT.,Others,680.0
"ICICI Bank account XXXX9869 debited INR 1,750 for Online tutoring (Tutor.com) on 15-10-2024. Ref: ICICITUT1750.",Others,1750.0
"Your Axis Bank account XXXX9970 spent INR 2,350 for Home repair (Handyman) on 17-10-2024. Ref: AXIS2350HR.",Others,2350.0
Paytm Payments Bank UPI ID: user@paytm paid INR 950 for Digital magazine (National Geographic) on 19-10-2024. Ref: PTM0950NG.,Others,950.0
"Your HDFC Bank account XXXX0071 debited INR 1,300 for Online fitness (Fitbit Premium) on 21-10-2024. Ref: HDFC1300FP.",Others,1300.0
"SBI UPI transaction of INR 1,050 for Online cooking class (Udemy) on 23-10-2024. Ref: SBI1050UC.",Others,1050.0
"ICICI Bank account XXXX0172 spent INR 2,200 for Cloud storage (Dropbox) on 25-10-2024. Ref: ICICIDB2200.",Others,2200.0
Your Axis Bank account XXXX0273 debited INR 950 for Online gaming (PlayStation Plus) on 27-10-2024. Ref: AXIS0950PP.,Others,950.0
"Paytm Payments Bank UPI ID: user@paytm paid INR 1,500 for Digital newspaper (The Guardian) on 29-10-2024. Ref: PTM1500TG.",Others,1500.0
"Your HDFC Bank account XXXX0374 spent INR 1,080 for Charity donation (UNICEF) on 31-10-2024. Ref: HDFC1080UN.",Others,1080.0
"SBI UPI transaction of INR 1,250 for Online language app (Babbel) on 02-11-2024. Ref: SBI1250BB.",Others,1250.0
"ICICI Bank account XXXX0475 debited INR 2,350 for Online fitness (Peloton) on 04-11-2024. Ref: ICICIPLT2350.",Others,2350.0
"Your Axis Bank account XXXX0576 spent INR 1,200 for Digital art subscription (Procreate) on 06-11-2024. Ref: AXIS1200PA.",Others,1200.0
Paytm Payments Bank UPI ID: user@paytm paid INR 780 for Online meditation (Headspace) on 08-11-2024. Ref: PTM0780HS.,Others,780.0
Debit of INR 499 from SBI xx5678 for Swiggy #S67890 on 13/09/2025. Ref ID: SBI0913SW,Food,499.0
Your ICICI account xx9012 credited with INR 1500 for Restaurant XYZ on 14-09-2025. UPI Ref: ICIC1500R,Food,1500.0
Paytm UPI transaction of INR 45.75 at Tea Stall 'Chai Point' on 15/09/2025. Ref: PAYTM0915TP,Food,45.75
Your Axis Bank account xx3456 debited INR 320.40 for Blinkit grocery #B2025 on 16-09-2025. Ref: AXISBLK2025,Groceries,320.4
SBI xx7890 debit INR 210 for Zepto order #ZP210 on 17/09/2025. UPI Ref: ZP210SBI,Groceries,210.0
ICICI xx1122 credited INR 850.00 for DMart purchase on 18-09-2025. Ref ID: DMART850IC,Groceries,850.0
Your HDFC account xx3344 debited INR 120.50 at Local Kirana 'Anand Store' on 19/09/2025. Ref: HDFC0919LK,Groceries,120.5
Debit of INR 350 from SBI xx5566 for Uber ride on 20-09-2025. UPI Ref: UBER350SBI,Travel,350.0
Your Paytm UPI transaction INR 75.25 for Rapido ride on 21/09/2025. Ref: RAPIDO7525,Travel,75.25
ICICI account xx7788 debited INR 1200 for IRCTC ticket on 22-09-2025. Ref: IRCTC1200IC,Travel,1200.0
Axis Bank xx9900 debit INR 560.80 at Petrol Bunk 'Indian Oil' on 23/09/2025. Ref: IOIL560AX,Travel,560.8
SBI xx1112 debit INR 850 for Apollo Pharmacy purchase on 24-09-2025. Ref: APOLLO850SBI,Medical,850.0
Your HDFC account xx1314 debited INR 450.60 at MedPlus on 25/09/2025. UPI Ref: MEDPLUS450HDFC,Medical,450.6
Paytm UPI transaction INR 1200 for Hospital XYZ admission on 26-09-2025. Ref: HOSP1200PT,Medical,1200.0
ICICI xx1516 debit INR 299.99 for Practo consultation on 27/09/2025. Ref: PRACTO300IC,Medical,299.99
Your Axis Bank xx1718 debited INR 2100 for Electricity Bill payment on 28-09-2025. Ref: EBILL2100AX,Bills,2100.0
SBI xx1910 debit INR 650.50 for Water Bill on 29/09/2025. Ref: WATER650SBI,Bills,650.5
Paytm UPI transaction INR 399 for Mobile Recharge on 30-09-2025. Ref: RECHARGE399PT,Bills,399.0
ICICI xx2122 debit INR 1150 for DTH recharge on 01/10/2025. Ref: DTH1150IC,Bills,1150.0
Your HDFC account xx2324 debited INR 99.99 for Netflix subscription on 02-10-2025. Ref: NETFLIX999HDFC,Others,99.99
SBI xx2526 debit INR 250 for Amazon Prime on 03/10/2025. Ref: AMZPRIME250SBI,Others,250.0
Paytm UPI transaction INR 45 for BookMyShow ticket on 04-10-2025. Ref: BMS45PT,Others,45.0
ICICI xx2728 debit INR 600 for Gym membership on 05/10/2025. Ref: GYM600IC,Others,600.0
Your Axis Bank xx2930 debited INR 350.75 for Charity donation to NGO on 06-10-2025. Ref: DON350AX,Others,350.75
SBI xx3132 debit INR 780 for Online course fee on 07/10/2025. Ref: COURSE780SBI,Others,780.0
